Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range
"Did Not Get Needed Care, Last 4 Weeks",By State,Ohio,Ohio,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,25.8,21.4,30.5,21.4 - 30.5,25.8-28.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Oklahoma,Oklahoma,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,28.7,23.3,34.6,23.3 - 34.6,28.3-35.5
"Did Not Get Needed Care, Last 4 Weeks",By State,Oregon,Oregon,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,30.8,27.5,34.3,27.5 - 34.3,28.3-35.5
"Did Not Get Needed Care, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,22.9,19.0,27.2,19.0 - 27.2,17.7-24.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Rhode Island,Rhode Island,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,21.9,16.3,28.5,16.3 - 28.5,17.7-24.2
"Did Not Get Needed Care, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,25.9,21.1,31.1,21.1 - 31.1,25.8-28.2
"Did Not Get Needed Care, Last 4 Weeks",By State,South Dakota,South Dakota,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,25.8,20.0,32.3,20.0 - 32.3,25.8-28.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Tennessee,Tennessee,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,27.5,23.0,32.3,23.0 - 32.3,25.8-28.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Texas,Texas,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,28.2,24.9,31.6,24.9 - 31.6,25.8-28.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Utah,Utah,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,22.7,20.0,25.6,20.0 - 25.6,17.7-24.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Vermont,Vermont,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,21.3,17.1,25.9,17.1 - 25.9,17.7-24.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Virginia,Virginia,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,26.0,23.3,28.9,23.3 - 28.9,25.8-28.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Washington,Washington,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,25.8,22.7,29.2,22.7 - 29.2,25.8-28.2
"Did Not Get Needed Care, Last 4 Weeks",By State,West Virginia,West Virginia,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,30.5,25.0,36.4,25.0 - 36.4,28.3-35.5
"Did Not Get Needed Care, Last 4 Weeks",By State,Wisconsin,Wisconsin,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,22.0,18.7,25.6,18.7 - 25.6,17.7-24.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Wyoming,Wyoming,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,29.2,23.3,35.5,23.3 - 35.5,28.3-35.5
"Delayed or Did Not Get Care, Last 4 Weeks",National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,39.5,38.7,40.2,38.7 - 40.2,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,18 - 29 years,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,40.1,37.7,42.5,37.7 - 42.5,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,30 - 39 years,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,41.5,39.9,43.2,39.9 - 43.2,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,40 - 49 years,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,43.4,41.7,45.2,41.7 - 45.2,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,50 - 59 years,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,41.9,40.5,43.3,40.5 - 43.3,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,60 - 69 years,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,37.1,35.4,38.9,35.4 - 38.9,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,70 - 79 years,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,30.8,28.7,33.0,28.7 - 33.0,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,80 years and above,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,30.2,25.2,35.5,25.2 - 35.5,
"Delayed or Did Not Get Care, Last 4 Weeks",By Sex,United States,Male,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,36.6,35.4,37.7,35.4 - 37.7,
"Delayed or Did Not Get Care, Last 4 Weeks",By Sex,United States,Female,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,42.1,41.1,43.1,41.1 - 43.1,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,42.9,40.6,45.2,40.6 - 45.2,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,37.8,37.0,38.7,37.0 - 38.7,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,40.9,37.8,44.1,37.8 - 44.1,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,36.5,33.0,40.2,33.0 - 40.2,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,52.4,48.5,56.2,48.5 - 56.2,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Less than a high school diploma,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,44.7,39.9,49.7,39.9 - 49.7,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,High school diploma or GED,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,36.0,34.1,38.0,34.1 - 38.0,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,41.8,40.6,42.9,40.6 - 42.9,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,39.3,38.3,40.2,38.3 - 40.2,
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Alabama,Alabama,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,41.9,36.1,47.8,36.1 - 47.8,41.2-52.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Alaska,Alaska,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,46.9,43.4,50.4,43.4 - 50.4,41.2-52.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Arizona,Arizona,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,43.6,39.5,47.7,39.5 - 47.7,41.2-52.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Arkansas,Arkansas,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,40.9,35.9,46.0,35.9 - 46.0,38.7-41.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,California,California,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,46.1,43.5,48.7,43.5 - 48.7,41.2-52.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Colorado,Colorado,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,38.7,35.1,42.3,35.1 - 42.3,38.7-41.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Connecticut,Connecticut,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,41.0,36.0,46.2,36.0 - 46.2,38.7-41.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Delaware,Delaware,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,39.2,33.0,45.6,33.0 - 45.6,38.7-41.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,District of Columbia,District of Columbia,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,43.3,36.7,50.0,36.7 - 50.0,41.2-52.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Florida,Florida,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,35.6,31.9,39.5,31.9 - 39.5,29.1-36.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Georgia,Georgia,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,30.7,26.3,35.4,26.3 - 35.4,29.1-36.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Hawaii,Hawaii,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,31.4,26.4,36.8,26.4 - 36.8,29.1-36.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Idaho,Idaho,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,39.6,34.6,44.8,34.6 - 44.8,38.7-41.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Illinois,Illinois,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,40.2,36.3,44.2,36.3 - 44.2,38.7-41.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Indiana,Indiana,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,35.2,31.0,39.6,31.0 - 39.6,29.1-36.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Iowa,Iowa,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,38.4,33.2,43.9,33.2 - 43.9,36.2-38.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Kansas,Kansas,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,34.5,29.7,39.5,29.7 - 39.5,29.1-36.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Kentucky,Kentucky,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,36.1,30.9,41.5,30.9 - 41.5,29.1-36.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Louisiana,Louisiana,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,44.0,38.7,49.4,38.7 - 49.4,41.2-52.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Maine,Maine,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,40.8,34.6,47.2,34.6 - 47.2,38.7-41.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Maryland,Maryland,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,41.1,37.6,44.7,37.6 - 44.7,38.7-41.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Massachusetts,Massachusetts,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,40.5,35.3,45.8,35.3 - 45.8,38.7-41.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Michigan,Michigan,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,37.2,33.3,41.2,33.3 - 41.2,36.2-38.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,37.6,34.2,41.2,34.2 - 41.2,36.2-38.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Mississippi,Mississippi,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,38.0,31.7,44.6,31.7 - 44.6,36.2-38.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Missouri,Missouri,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,35.5,31.4,39.8,31.4 - 39.8,29.1-36.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Montana,Montana,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,37.6,32.4,43.0,32.4 - 43.0,36.2-38.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Nebraska,Nebraska,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,30.6,26.9,34.5,26.9 - 34.5,29.1-36.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Nevada,Nevada,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,38.6,34.3,43.1,34.3 - 43.1,36.2-38.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Hampshire,New Hampshire,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,32.0,27.9,36.2,27.9 - 36.2,29.1-36.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Jersey,New Jersey,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,42.4,38.2,46.7,38.2 - 46.7,41.2-52.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Mexico,New Mexico,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,52.5,47.9,57.1,47.9 - 57.1,41.2-52.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New York,New York,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,38.2,33.3,43.2,33.3 - 43.2,36.2-38.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,North Carolina,North Carolina,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,36.4,31.3,41.7,31.3 - 41.7,36.2-38.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,North Dakota,North Dakota,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,29.1,24.4,34.2,24.4 - 34.2,29.1-36.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Ohio,Ohio,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,39.6,34.8,44.6,34.8 - 44.6,38.7-41.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Oklahoma,Oklahoma,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,40.1,34.8,45.5,34.8 - 45.5,38.7-41.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Oregon,Oregon,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,44.8,41.3,48.3,41.3 - 48.3,41.2-52.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,36.0,31.5,40.7,31.5 - 40.7,29.1-36.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Rhode Island,Rhode Island,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,37.2,31.4,43.2,31.4 - 43.2,36.2-38.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,35.2,29.7,41.0,29.7 - 41.0,29.1-36.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,South Dakota,South Dakota,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,36.1,30.0,42.5,30.0 - 42.5,29.1-36.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Tennessee,Tennessee,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,39.1,34.6,43.7,34.6 - 43.7,38.7-41.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Texas,Texas,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,41.4,38.4,44.5,38.4 - 44.5,41.2-52.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Utah,Utah,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,36.2,32.7,39.8,32.7 - 39.8,36.2-38.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Vermont,Vermont,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,39.9,33.6,46.4,33.6 - 46.4,38.7-41.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Virginia,Virginia,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,38.5,35.2,42.0,35.2 - 42.0,36.2-38.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Washington,Washington,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,41.6,38.2,45.1,38.2 - 45.1,41.2-52.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,West Virginia,West Virginia,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,44.7,38.6,51.0,38.6 - 51.0,41.2-52.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Wisconsin,Wisconsin,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,34.2,30.1,38.6,30.1 - 38.6,29.1-36.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Wyoming,Wyoming,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,37.3,31.1,43.8,31.1 - 43.8,36.2-38.6
"Delayed Medical Care, Last 4 Weeks",National Estimate,United States,United States,-1,1,Dec 22 - Jan 5,12/22/2020 12:00:00 AM,01/05/2021 12:00:00 AM,,,,,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,18 - 29 years,-1,1,Dec 22 - Jan 5,12/22/2020 12:00:00 AM,01/05/2021 12:00:00 AM,,,,,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,30 - 39 years,-1,1,Dec 22 - Jan 5,12/22/2020 12:00:00 AM,01/05/2021 12:00:00 AM,,,,,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,40 - 49 years,-1,1,Dec 22 - Jan 5,12/22/2020 12:00:00 AM,01/05/2021 12:00:00 AM,,,,,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,50 - 59 years,-1,1,Dec 22 - Jan 5,12/22/2020 12:00:00 AM,01/05/2021 12:00:00 AM,,,,,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,60 - 69 years,-1,1,Dec 22 - Jan 5,12/22/2020 12:00:00 AM,01/05/2021 12:00:00 AM,,,,,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,70 - 79 years,-1,1,Dec 22 - Jan 5,12/22/2020 12:00:00 AM,01/05/2021 12:00:00 AM,,,,,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,80 years and above,-1,1,Dec 22 - Jan 5,12/22/2020 12:00:00 AM,01/05/2021 12:00:00 AM,,,,,
"Delayed Medical Care, Last 4 Weeks",By Sex,United States,Male,-1,1,Dec 22 - Jan 5,12/22/2020 12:00:00 AM,01/05/2021 12:00:00 AM,,,,,
"Delayed Medical Care, Last 4 Weeks",By Sex,United States,Female,-1,1,Dec 22 - Jan 5,12/22/2020 12:00:00 AM,01/05/2021 12:00:00 AM,,,,,
"Delayed Medical Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,-1,1,Dec 22 - Jan 5,12/22/2020 12:00:00 AM,01/05/2021 12:00:00 AM,,,,,
"Delayed Medical Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",-1,1,Dec 22 - Jan 5,12/22/2020 12:00:00 AM,01/05/2021 12:00:00 AM,,,,,
"Delayed Medical Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",-1,1,Dec 22 - Jan 5,12/22/2020 12:00:00 AM,01/05/2021 12:00:00 AM,,,,,
"Delayed Medical Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",-1,1,Dec 22 - Jan 5,12/22/2020 12:00:00 AM,01/05/2021 12:00:00 AM,,,,,
"Delayed Medical Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",-1,1,Dec 22 - Jan 5,12/22/2020 12:00:00 AM,01/05/2021 12:00:00 AM,,,,,
"Delayed Medical Care, Last 4 Weeks",By Education,United States,Less than a high school diploma,-1,1,Dec 22 - Jan 5,12/22/2020 12:00:00 AM,01/05/2021 12:00:00 AM,,,,,
"Delayed Medical Care, Last 4 Weeks",By Education,United States,High school diploma or GED,-1,1,Dec 22 - Jan 5,12/22/2020 12:00:00 AM,01/05/2021 12:00:00 AM,,,,,
"Delayed Medical Care, Last 4 Weeks",By Education,United States,Some college/Associate's degree,-1,1,Dec 22 - Jan 5,12/22/2020 12:00:00 AM,01/05/2021 12:00:00 AM,,,,,
"Delayed Medical Care, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,-1,1,Dec 22 - Jan 5,12/22/2020 12:00:00 AM,01/05/2021 12:00:00 AM,,,,,
"Delayed Medical Care, Last 4 Weeks",National Estimate,United States,United States,3 (Jan 6 � Mar 15),22,Jan 6 - Jan 18,01/06/2021 12:00:00 AM,01/18/2021 12:00:00 AM,31.2,30.4,31.9,30.4 - 31.9,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,18 - 29 years,3 (Jan 6 � Mar 15),22,Jan 6 - Jan 18,01/06/2021 12:00:00 AM,01/18/2021 12:00:00 AM,29.7,27.8,31.5,27.8 - 31.5,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,30 - 39 years,3 (Jan 6 � Mar 15),22,Jan 6 - Jan 18,01/06/2021 12:00:00 AM,01/18/2021 12:00:00 AM,32.7,30.8,34.5,30.8 - 34.5,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,40 - 49 years,3 (Jan 6 � Mar 15),22,Jan 6 - Jan 18,01/06/2021 12:00:00 AM,01/18/2021 12:00:00 AM,34.0,32.4,35.7,32.4 - 35.7,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,50 - 59 years,3 (Jan 6 � Mar 15),22,Jan 6 - Jan 18,01/06/2021 12:00:00 AM,01/18/2021 12:00:00 AM,34.3,32.7,35.9,32.7 - 35.9,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,60 - 69 years,3 (Jan 6 � Mar 15),22,Jan 6 - Jan 18,01/06/2021 12:00:00 AM,01/18/2021 12:00:00 AM,29.6,28.1,31.1,28.1 - 31.1,
